P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,Severity_Category,Severity_Smoothed
C-JAN-22-026,Kabhre,Dolakha,Central,0.38,0.05,7.53,5.86,6.7,0.5,1.017,Medium-Low,Low,0.5
W-GAN-38-026,Keshavtar,Tanahu,Western,0.47,0.05,6.43,4.04,5.24,0.5,1.0161,Medium-Low,Low,0.5
C-BAG-23-060,Selang,Sindhupalchok,Central,0.68,0.03,6.85,6.57,6.71,0.5,1.016,Medium-Low,Low,0.5
C-BAG-28-010,Bungtang,Nuwakot,Central,0.95,0.02,5.91,5.85,5.88,0.49,1.0141,Medium-Low,Low,0.49800000000000005
C-BAG-23-043,Listikot,Sindhupalchok,Central,0.53,0.03,6.85,6.57,6.71,0.49,1.011,Medium-Low,Low,0.496
C-BAG-29-012,Ramche,Rasuwa,Central,0.77,0.02,5.46,7.86,6.66,0.49,1.0094,Medium-Low,Low,0.49399999999999994
C-JAN-22-025,Jugu,Dolakha,Central,0.45,0.04,7.53,5.86,6.7,0.49,1.0082,Medium-Low,Low,0.492
C-BAG-24-015,Chaubas,Kavrepalanchok,Central,1.15,0.02,6.46,3.31,4.88,0.49,1.0075,Medium-Low,Low,0.49
C-BAG-23-023,Ghuskun,Sindhupalchok,Central,0.59,0.03,6.85,6.57,6.71,0.49,1.0071,Medium-Low,Low,0.49
C-BAG-24-061,NagreGagarche,Kavrepalanchok,Central,1.05,0.02,6.46,3.31,4.88,0.49,1.0059,Medium-Low,Low,0.49
C-JAN-22-027,Kalingchok,Dolakha,Central,0.61,0.03,7.53,5.86,6.7,0.49,1.0057,Medium-Low,Low,0.49
C-JAN-18-012,Belgachhi,Mahottari,Central,0.29,0.06,4.33,8.62,6.48,0.49,1.0033,Medium-Low,Low,0.49
C-BAG-23-052,Palchok,Sindhupalchok,Central,0.88,0.02,6.85,6.57,6.71,0.49,1.0029,Medium-Low,Low,0.49
W-LUM-49-014,ButawalN.P.,Rupandehi,Western,0.02,1.21,7.81,2.95,5.38,0.49,1.002,Medium-Low,Low,0.49
C-BAG-23-013,Choukati,Sindhupalchok,Central,0.68,0.03,6.85,6.57,6.71,0.49,1.0014,Medium-Low,Low,0.49
C-JAN-22-048,Sundrawati,Dolakha,Central,0.61,0.03,7.53,5.86,6.7,0.49,0.9985,Medium-Low,Low,0.49
C-JAN-18-015,Bijayalpura,Mahottari,Central,0.21,0.08,4.33,8.62,6.48,0.49,0.996,Medium-Low,Low,0.49
C-JAN-19-078,Pidari,Sarlahi,Central,0.32,0.06,4.21,8.35,6.28,0.49,0.9956,Medium-Low,Low,0.49
C-NAR-32-080,RajpurFarhadawa,Rautahat,Central,0.09,0.18,4.38,9.14,6.76,0.48,0.9924,Medium-Low,Low,0.488
C-JAN-19-067,Mohanpur,Sarlahi,Central,0.26,0.07,4.21,8.35,6.28,0.48,0.9918,Medium-Low,Low,0.48599999999999993
C-BAG-28-002,Balkumari,Nuwakot,Central,0.75,0.03,5.91,5.85,5.88,0.48,0.9906,Medium-Low,Low,0.484
C-BAG-28-034,Kintang,Nuwakot,Central,0.94,0.02,5.91,5.85,5.88,0.48,0.9899,Medium-Low,Low,0.48200000000000004
C-JAN-18-039,KisanNagar,Mahottari,Central,0.21,0.08,4.33,8.62,6.48,0.48,0.9892,Medium-Low,Low,0.48
C-JAN-22-002,Babare,Dolakha,Central,0.46,0.04,7.53,5.86,6.7,0.48,0.9871,Medium-Low,Low,0.48
W-LUM-48-014,Deurali,Nawalparasi,Western,0.15,0.16,5.61,3.51,4.56,0.48,0.985,Medium-Low,Low,0.48
C-BAG-28-015,Chhap,Nuwakot,Central,0.88,0.02,5.91,5.85,5.88,0.48,0.9844,Medium-Low,Low,0.48
C-JAN-19-087,Salempur,Sarlahi,Central,0.21,0.08,4.21,8.35,6.28,0.48,0.9837,Medium-Low,Low,0.48
C-NAR-32-050,Katahariya,Rautahat,Central,0.16,0.1,4.38,9.14,6.76,0.48,0.9827,Medium-Low,Low,0.48
C-BAG-28-032,Kharanitar,Nuwakot,Central,1.13,0.02,5.91,5.85,5.88,0.48,0.9806,Medium-Low,Low,0.48
W-GAN-38-003,Baidi,Tanahu,Western,0.45,0.05,6.43,4.04,5.24,0.48,0.9794,Medium-Low,Low,0.48
C-JAN-19-065,Manpur,Sarlahi,Central,0.19,0.09,4.21,8.35,6.28,0.48,0.9791,Medium-Low,Low,0.48
C-BAG-23-053,Pangtang,Sindhupalchok,Central,0.64,0.03,6.85,6.57,6.71,0.48,0.9786,Medium-Low,Low,0.48
C-BAG-24-085,Simthali,Kavrepalanchok,Central,1.25,0.02,6.46,3.31,4.88,0.48,0.9784,Medium-Low,Low,0.48
C-BAG-23-041,Langarche,Sindhupalchok,Central,0.61,0.03,6.85,6.57,6.71,0.48,0.9776,Medium-Low,Low,0.48
C-JAN-17-030,Dhalkebar,Dhanusa,Central,0.15,0.11,4.78,7.7,6.24,0.48,0.9763,Medium-Low,Low,0.48
W-GAN-37-032,Ilampokhari,Lamjung,Western,0.86,0.03,5.98,3.2,4.59,0.48,0.9758,Medium-Low,Low,0.48
C-JAN-19-094,Sisotiya,Sarlahi,Central,0.17,0.1,4.21,8.35,6.28,0.48,0.9757,Medium-Low,Low,0.48
E-SAG-16-097,SirahaN.P.,Siraha,Eastern,0.07,0.29,3.06,7.97,5.52,0.47,0.9732,Medium-Low,Low,0.4779999999999999
C-JAN-17-018,Bharatpur,Dhanusa,Central,0.11,0.16,4.78,7.7,6.24,0.47,0.973,Medium-Low,Low,0.476
C-JAN-18-070,Singyahi,Mahottari,Central,0.19,0.08,4.33,8.62,6.48,0.47,0.972,Medium-Low,Low,0.47400000000000003
E-SAG-16-007,Badharamal,Siraha,Eastern,0.11,0.17,3.06,7.97,5.52,0.47,0.9719,Medium-Low,Low,0.472
C-JAN-19-088,Sangrampur,Sarlahi,Central,0.22,0.08,4.21,8.35,6.28,0.47,0.9716,Medium-Low,Low,0.47
W-LUM-48-050,Pithauli,Nawalparasi,Western,0.28,0.08,5.61,3.51,4.56,0.47,0.9705,Medium-Low,Low,0.47
C-JAN-22-012,Chilankha,Dolakha,Central,0.54,0.03,7.53,5.86,6.7,0.47,0.9695,Medium-Low,Low,0.47
C-BAG-28-053,Sundaradevi,Nuwakot,Central,0.72,0.02,5.91,5.85,5.88,0.47,0.9676,Medium-Low,Low,0.47
C-BAG-24-074,SalleBhumlu,Kavrepalanchok,Central,1.19,0.02,6.46,3.31,4.88,0.47,0.9672,Medium-Low,Low,0.47
C-JAN-19-054,Kisanpur,Sarlahi,Central,0.3,0.06,4.21,8.35,6.28,0.47,0.9667,Medium-Low,Low,0.47
W-LUM-48-001,Argyauli,Nawalparasi,Western,0.17,0.13,5.61,3.51,4.56,0.47,0.965,Medium-Low,Low,0.47
C-NAR-32-082,RamoliBairiya,Rautahat,Central,0.24,0.07,4.38,9.14,6.76,0.47,0.9645,Medium-Low,Low,0.47
W-LUM-49-063,SiddharthNagarN.P.,Rupandehi,Western,0.03,0.65,7.81,2.95,5.38,0.47,0.9639,Medium-Low,Low,0.47
C-NAR-32-009,Bariyarpur,Rautahat,Central,0.18,0.09,4.38,9.14,6.76,0.47,0.9637,Medium-Low,Low,0.47
C-NAR-32-021,Dharmapur,Rautahat,Central,0.16,0.09,4.38,9.14,6.76,0.47,0.9629,Medium-Low,Low,0.47
C-NAR-32-029,GamhariyaBirta,Rautahat,Central,0.19,0.08,4.38,9.14,6.76,0.47,0.9621,Medium-Low,Low,0.47
C-JAN-19-009,Barahathawa,Sarlahi,Central,0.32,0.05,4.21,8.35,6.28,0.47,0.9593,Medium-Low,Low,0.47
C-JAN-22-023,Jhyaku,Dolakha,Central,0.32,0.05,7.53,5.86,6.7,0.47,0.9566,Medium-Low,Low,0.47
C-NAR-33-064,Manaharwa,Bara,Central,0.16,0.11,4.93,7.2,6.06,0.47,0.954,Medium-Low,Low,0.47
C-JAN-21-045,Ramechhap,Ramechhap,Central,0.28,0.05,7.16,6.06,6.61,0.46,0.9533,Medium-Low,Low,0.46799999999999997
C-BAG-24-025,DhuseniSiwalaya,Kavrepalanchok,Central,1.17,0.02,6.46,3.31,4.88,0.46,0.9533,Medium-Low,Low,0.466
C-JAN-17-100,Umaprempur,Dhanusa,Central,0.13,0.12,4.78,7.7,6.24,0.46,0.9525,Medium-Low,Low,0.46399999999999997
C-BAG-24-046,KolatiBhumlu,Kavrepalanchok,Central,1.51,0.01,6.46,3.31,4.88,0.46,0.9512,Medium-Low,Low,0.462
C-JAN-22-024,Jiri,Dolakha,Central,0.2,0.08,7.53,5.86,6.7,0.46,0.9509,Medium-Low,Low,0.46
C-JAN-22-021,Japhe,Dolakha,Central,0.38,0.04,7.53,5.86,6.7,0.46,0.9499,Medium-Low,Low,0.46
C-JAN-19-057,Laukath,Sarlahi,Central,0.23,0.07,4.21,8.35,6.28,0.46,0.9492,Medium-Low,Low,0.46
C-NAR-34-021,Birwaguthi,Parsa,Central,0.13,0.14,4.85,6.07,5.46,0.46,0.9489,Medium-Low,Low,0.46
C-JAN-18-066,Sarpallo,Mahottari,Central,0.15,0.1,4.33,8.62,6.48,0.46,0.9484,Medium-Low,Low,0.46
C-BAG-24-077,Sanowangthali,Kavrepalanchok,Central,1.31,0.02,6.46,3.31,4.88,0.46,0.9481,Medium-Low,Low,0.46
C-BAG-23-056,Piskar,Sindhupalchok,Central,0.63,0.02,6.85,6.57,6.71,0.46,0.948,Medium-Low,Low,0.46
C-BAG-29-008,Haku,Rasuwa,Central,0.67,0.02,5.46,7.86,6.66,0.46,0.9474,Medium-Low,Low,0.46
C-NAR-32-053,Laxmipur(Do),Rautahat,Central,0.21,0.07,4.38,9.14,6.76,0.46,0.947,Medium-Low,Low,0.46
C-JAN-18-037,Khopi,Mahottari,Central,0.2,0.08,4.33,8.62,6.48,0.46,0.9465,Medium-Low,Low,0.46
C-NAR-32-057,Mahamadpur,Rautahat,Central,0.17,0.09,4.38,9.14,6.76,0.46,0.9449,Medium-Low,Low,0.46
C-JAN-17-017,BegaShivapur,Dhanusa,Central,0.13,0.12,4.78,7.7,6.24,0.46,0.9446,Medium-Low,Low,0.46
C-BAG-29-014,Syafru,Rasuwa,Central,0.63,0.02,5.46,7.86,6.66,0.46,0.9436,Medium-Low,Low,0.46
C-NAR-33-039,Haraiya,Bara,Central,0.16,0.1,4.93,7.2,6.06,0.46,0.9428,Medium-Low,Low,0.46
C-JAN-19-013,Bela,Sarlahi,Central,0.32,0.05,4.21,8.35,6.28,0.46,0.9423,Medium-Low,Low,0.46
C-JAN-18-038,Khuttapiparadhi,Mahottari,Central,0.14,0.1,4.33,8.62,6.48,0.46,0.9418,Medium-Low,Low,0.46
C-JAN-19-004,Aurahi,Sarlahi,Central,0.21,0.07,4.21,8.35,6.28,0.46,0.941,Medium-Low,Low,0.46
W-GAN-36-026,Ghyachok,Gorkha,Western,0.8,0.02,6.44,5.21,5.83,0.46,0.9392,Medium-Low,Low,0.46
C-BAG-29-004,Dandagoun,Rasuwa,Central,0.64,0.02,5.46,7.86,6.66,0.46,0.9388,Medium-Low,Low,0.46
C-JAN-18-032,Hathilet,Mahottari,Central,0.27,0.05,4.33,8.62,6.48,0.46,0.9382,Medium-Low,Low,0.46
W-GAN-36-037,Laprak,Gorkha,Western,0.74,0.02,6.44,5.21,5.83,0.46,0.9362,Medium-Low,Low,0.46
C-JAN-22-011,Chhetrapa,Dolakha,Central,0.56,0.03,7.53,5.86,6.7,0.46,0.9355,Medium-Low,Low,0.46
C-JAN-17-081,Raghunathpur,Dhanusa,Central,0.11,0.13,4.78,7.7,6.24,0.46,0.9353,Medium-Low,Low,0.46
C-NAR-33-043,Inarwasira,Bara,Central,0.14,0.11,4.93,7.2,6.06,0.46,0.9343,Medium-Low,Low,0.46
C-JAN-18-042,Loharpatti,Mahottari,Central,0.17,0.08,4.33,8.62,6.48,0.45,0.9307,Medium-Low,Low,0.458
C-BAG-23-029,Helumbu,Sindhupalchok,Central,0.52,0.03,6.85,6.57,6.71,0.45,0.9271,Medium-Low,Low,0.45600000000000007
C-BAG-23-004,Banskharka,Sindhupalchok,Central,0.59,0.02,6.85,6.57,6.71,0.45,0.9266,Medium-Low,Low,0.454
C-JAN-19-033,Gamhariya,Sarlahi,Central,0.19,0.08,4.21,8.35,6.28,0.45,0.9261,Medium-Low,Low,0.45199999999999996
C-JAN-22-041,Mirge,Dolakha,Central,0.38,0.04,7.53,5.86,6.7,0.45,0.9257,Medium-Low,Low,0.45
C-JAN-18-067,Shamsi,Mahottari,Central,0.17,0.08,4.33,8.62,6.48,0.45,0.9248,Medium-Low,Low,0.45
W-GAN-36-028,Gumda,Gorkha,Western,0.67,0.02,6.44,5.21,5.83,0.45,0.9245,Medium-Low,Low,0.45
C-BAG-23-022,Ghorthali,Sindhupalchok,Central,0.7,0.02,6.85,6.57,6.71,0.45,0.923,Medium-Low,Low,0.45
C-JAN-17-016,Begadawar,Dhanusa,Central,0.2,0.07,4.78,7.7,6.24,0.45,0.9222,Medium-Low,Low,0.45
W-GAN-37-008,Bhalayakharka,Lamjung,Western,0.88,0.02,5.98,3.2,4.59,0.45,0.9219,Medium-Low,Low,0.45
C-JAN-22-005,Bhirkot,Dolakha,Central,0.51,0.03,7.53,5.86,6.7,0.45,0.9207,Medium-Low,Low,0.45
C-BAG-23-073,Thanpalkot,Sindhupalchok,Central,0.5,0.03,6.85,6.57,6.71,0.45,0.9199,Medium-Low,Low,0.45
C-JAN-19-025,DhanakaulPurba,Sarlahi,Central,0.18,0.08,4.21,8.35,6.28,0.45,0.9192,Medium-Low,Low,0.45
C-JAN-19-075,Parsa,Sarlahi,Central,0.22,0.06,4.21,8.35,6.28,0.45,0.919,Medium-Low,Low,0.45
C-NAR-32-060,Masedawa,Rautahat,Central,0.19,0.07,4.38,9.14,6.76,0.45,0.9185,Medium-Low,Low,0.45
C-JAN-19-026,Dhangada,Sarlahi,Central,0.19,0.07,4.21,8.35,6.28,0.45,0.9178,Medium-Low,Low,0.45
C-JAN-19-098,Sundarpur,Sarlahi,Central,0.18,0.08,4.21,8.35,6.28,0.45,0.9175,Medium-Low,Low,0.45
C-NAR-32-088,Sangrampur,Rautahat,Central,0.21,0.06,4.38,9.14,6.76,0.45,0.9141,Medium-Low,Low,0.45
C-JAN-20-010,Bhimsthan,Sindhuli,Central,0.25,0.06,5.19,6.55,5.87,0.45,0.9128,Medium-Low,Low,0.45
C-JAN-18-033,Hatisarwa,Mahottari,Central,0.19,0.07,4.33,8.62,6.48,0.44,0.9091,Medium-Low,Low,0.44800000000000006
C-JAN-19-051,Khirwa,Sarlahi,Central,0.11,0.12,4.21,8.35,6.28,0.44,0.9042,Medium-Low,Low,0.446
C-NAR-33-035,Fattepur,Bara,Central,0.15,0.09,4.93,7.2,6.06,0.44,0.9038,Medium-Low,Low,0.44400000000000006
C-BAG-23-049,Motang,Sindhupalchok,Central,0.48,0.03,6.85,6.57,6.71,0.44,0.902,Medium-Low,Low,0.442
C-JAN-17-085,Sapahi,Dhanusa,Central,0.15,0.09,4.78,7.7,6.24,0.44,0.8993,Medium-Low,Low,0.44
W-GAN-37-023,Dudhpokhari,Lamjung,Western,0.91,0.02,5.98,3.2,4.59,0.44,0.8993,Medium-Low,Low,0.44
C-NAR-32-089,Santapur(Dostiya),Rautahat,Central,0.16,0.08,4.38,9.14,6.76,0.44,0.8987,Medium-Low,Low,0.44
W-GAN-38-010,Bhirkot,Tanahu,Western,0.31,0.05,6.43,4.04,5.24,0.44,0.8966,Medium-Low,Low,0.44
C-JAN-18-059,Raghunathpur,Mahottari,Central,0.2,0.06,4.33,8.62,6.48,0.44,0.8964,Medium-Low,Low,0.44
C-JAN-19-093,Simara,Sarlahi,Central,0.14,0.09,4.21,8.35,6.28,0.44,0.895,Medium-Low,Low,0.44
C-JAN-18-049,MeghanathGorahanna,Mahottari,Central,0.21,0.06,4.33,8.62,6.48,0.44,0.8943,Medium-Low,Low,0.44
C-JAN-20-043,Ratanchura,Sindhuli,Central,0.49,0.03,5.19,6.55,5.87,0.44,0.8943,Medium-Low,Low,0.44
C-JAN-21-010,Chisapani,Ramechhap,Central,0.38,0.03,7.16,6.06,6.61,0.44,0.8936,Medium-Low,Low,0.44
C-NAR-33-082,Prastoka,Bara,Central,0.13,0.1,4.93,7.2,6.06,0.44,0.8926,Medium-Low,Low,0.44
C-NAR-32-078,Raghunathpur,Rautahat,Central,0.2,0.06,4.38,9.14,6.76,0.43,0.891,Medium-Low,Low,0.438
C-JAN-21-009,Chanakhu,Ramechhap,Central,0.51,0.02,7.16,6.06,6.61,0.43,0.8891,Medium-Low,Low,0.43600000000000005
C-JAN-18-016,Bramarpura,Mahottari,Central,0.13,0.1,4.33,8.62,6.48,0.43,0.8875,Medium-Low,Low,0.434
W-GAN-36-032,Kashigaun,Gorkha,Western,0.74,0.02,6.44,5.21,5.83,0.43,0.8875,Medium-Low,Low,0.43200000000000005
C-JAN-20-019,Jalkanya,Sindhuli,Central,0.74,0.02,5.19,6.55,5.87,0.43,0.8867,Medium-Low,Low,0.43
C-JAN-18-006,Balawa,Mahottari,Central,0.15,0.08,4.33,8.62,6.48,0.43,0.8857,Medium-Low,Low,0.43
C-BAG-23-079,Yamunadanda,Sindhupalchok,Central,0.77,0.02,6.85,6.57,6.71,0.43,0.8847,Medium-Low,Low,0.43
W-GAN-37-012,Bhoteoodar,Lamjung,Western,0.22,0.08,5.98,3.2,4.59,0.43,0.8834,Medium-Low,Low,0.43
C-JAN-19-055,Kodena,Sarlahi,Central,0.16,0.08,4.21,8.35,6.28,0.43,0.8828,Medium-Low,Low,0.43
C-BAG-24-027,FalateBhumlu,Kavrepalanchok,Central,1.34,0.01,6.46,3.31,4.88,0.43,0.8827,Medium-Low,Low,0.43
C-JAN-17-033,Digambarpur,Dhanusa,Central,0.13,0.1,4.78,7.7,6.24,0.43,0.8823,Medium-Low,Low,0.43
C-NAR-33-014,Bariyarpur,Bara,Central,0.11,0.12,4.93,7.2,6.06,0.43,0.8823,Medium-Low,Low,0.43
C-NAR-32-012,BasbitiJingadiya,Rautahat,Central,0.18,0.07,4.38,9.14,6.76,0.43,0.8811,Medium-Low,Low,0.43
C-NAR-33-056,Kolhabi,Bara,Central,0.19,0.07,4.93,7.2,6.06,0.43,0.8809,Medium-Low,Low,0.43
C-JAN-17-043,Hariharpur,Dhanusa,Central,0.13,0.1,4.78,7.7,6.24,0.43,0.8808,Medium-Low,Low,0.43
C-BAG-28-050,Samundratar,Nuwakot,Central,0.65,0.02,5.91,5.85,5.88,0.43,0.8793,Medium-Low,Low,0.43
C-JAN-19-091,Shreepur,Sarlahi,Central,0.25,0.05,4.21,8.35,6.28,0.43,0.8787,Medium-Low,Low,0.43
C-BAG-23-054,Petaku,Sindhupalchok,Central,0.71,0.02,6.85,6.57,6.71,0.43,0.8773,Medium-Low,Low,0.43
C-JAN-17-073,Nakatajhijh,Dhanusa,Central,0.14,0.09,4.78,7.7,6.24,0.43,0.8741,Medium-Low,Low,0.43
C-JAN-17-090,Sinurjoda,Dhanusa,Central,0.14,0.09,4.78,7.7,6.24,0.43,0.8731,Medium-Low,Low,0.43
C-NAR-32-094,ShitalpurBairgania,Rautahat,Central,0.15,0.08,4.38,9.14,6.76,0.43,0.8729,Medium-Low,Low,0.43
C-NAR-32-075,Pothiyahi,Rautahat,Central,0.16,0.07,4.38,9.14,6.76,0.43,0.8724,Medium-Low,Low,0.43
W-GAN-38-025,Kanhushivapur,Tanahu,Western,0.2,0.07,6.43,4.04,5.24,0.42,0.8712,Medium-Low,Low,0.42799999999999994
C-NAR-32-056,Madhopur,Rautahat,Central,0.14,0.08,4.38,9.14,6.76,0.42,0.8699,Medium-Low,Low,0.426
C-JAN-22-052,Thulopatal,Dolakha,Central,0.31,0.04,7.53,5.86,6.7,0.42,0.8691,Medium-Low,Low,0.42400000000000004
C-JAN-18-044,Mahottari,Mahottari,Central,0.11,0.11,4.33,8.62,6.48,0.42,0.869,Medium-Low,Low,0.422
C-BAG-24-080,Saramthali,Kavrepalanchok,Central,1.42,0.01,6.46,3.31,4.88,0.42,0.869,Medium-Low,Low,0.42
C-JAN-18-021,Ekadarabela,Mahottari,Central,0.11,0.11,4.33,8.62,6.48,0.42,0.8687,Medium-Low,Low,0.42
C-JAN-18-063,Sahasaula,Mahottari,Central,0.15,0.08,4.33,8.62,6.48,0.42,0.8685,Medium-Low,Low,0.42
W-GAN-37-015,Bichaur,Lamjung,Western,0.77,0.02,5.98,3.2,4.59,0.42,0.8675,Medium-Low,Low,0.42
C-BAG-28-052,Sikre,Nuwakot,Central,0.79,0.02,5.91,5.85,5.88,0.42,0.8662,Medium-Low,Low,0.42
W-GAN-36-038,Lapu,Gorkha,Western,0.69,0.02,6.44,5.21,5.83,0.42,0.8652,Medium-Low,Low,0.42
C-NAR-32-030,GamhariyaParsa,Rautahat,Central,0.17,0.07,4.38,9.14,6.76,0.42,0.8645,Medium-Low,Low,0.42
C-NAR-35-003,Bagauda,Chitawan,Central,0.17,0.11,5.38,2.53,3.96,0.42,0.8645,Medium-Low,Low,0.42
C-NAR-32-048,KarkachKarmaiya,Rautahat,Central,0.14,0.08,4.38,9.14,6.76,0.42,0.8629,Medium-Low,Low,0.42
C-NAR-32-070,PiparaPokhariya,Rautahat,Central,0.17,0.07,4.38,9.14,6.76,0.42,0.8619,Medium-Low,Low,0.42
W-GAN-38-006,Basantapur,Tanahu,Western,0.4,0.04,6.43,4.04,5.24,0.42,0.8614,Medium-Low,Low,0.42
C-JAN-18-010,Basabitti,Mahottari,Central,0.17,0.07,4.33,8.62,6.48,0.42,0.8614,Medium-Low,Low,0.42
C-JAN-18-031,HariharpurHarinamari,Mahottari,Central,0.17,0.07,4.33,8.62,6.48,0.42,0.8583,Medium-Low,Low,0.42
C-JAN-22-030,Khopachagu,Dolakha,Central,0.48,0.02,7.53,5.86,6.7,0.42,0.8571,Medium-Low,Low,0.42
C-JAN-20-009,Bhimeshwor,Sindhuli,Central,0.52,0.02,5.19,6.55,5.87,0.42,0.8547,Medium-Low,Low,0.42
C-JAN-17-037,Fulgama,Dhanusa,Central,0.09,0.12,4.78,7.7,6.24,0.42,0.8529,Medium-Low,Low,0.42
C-NAR-33-062,Maheshpur,Bara,Central,0.13,0.09,4.93,7.2,6.06,0.42,0.8526,Medium-Low,Low,0.42
C-JAN-19-095,Sisout,Sarlahi,Central,0.14,0.08,4.21,8.35,6.28,0.41,0.8506,Medium-Low,Low,0.418
W-GAN-37-054,Sundarbazar,Lamjung,Western,0.23,0.07,5.98,3.2,4.59,0.41,0.8499,Medium-Low,Low,0.41600000000000004
C-BAG-30-049,Tipling,Dhading,Central,0.56,0.02,6.82,5.15,5.99,0.41,0.8476,Medium-Low,Low,0.414
C-JAN-18-019,Dharmapur,Mahottari,Central,0.18,0.06,4.33,8.62,6.48,0.41,0.8475,Medium-Low,Low,0.4119999999999999
C-JAN-18-017,Damhimarayee,Mahottari,Central,0.11,0.1,4.33,8.62,6.48,0.41,0.8474,Medium-Low,Low,0.41
C-JAN-19-024,DhanakaulPachhiyati,Sarlahi,Central,0.26,0.04,4.21,8.35,6.28,0.41,0.8458,Medium-Low,Low,0.41
C-NAR-32-067,Pataura,Rautahat,Central,0.13,0.08,4.38,9.14,6.76,0.41,0.8448,Medium-Low,Low,0.41
C-JAN-22-045,Sahare,Dolakha,Central,0.31,0.03,7.53,5.86,6.7,0.41,0.8446,Medium-Low,Low,0.41
C-JAN-20-005,Baseshwor,Sindhuli,Central,0.36,0.03,5.19,6.55,5.87,0.41,0.8444,Medium-Low,Low,0.41
W-GAN-36-066,Uhya,Gorkha,Western,0.63,0.02,6.44,5.21,5.83,0.41,0.844,Medium-Low,Low,0.41
C-NAR-34-080,Thori,Parsa,Central,0.17,0.07,4.85,6.07,5.46,0.41,0.8423,Medium-Low,Low,0.41
W-GAN-36-056,Sirdibas,Gorkha,Western,0.46,0.03,6.44,5.21,5.83,0.41,0.8411,Medium-Low,Low,0.41
C-JAN-19-022,Chhataul,Sarlahi,Central,0.17,0.07,4.21,8.35,6.28,0.41,0.8409,Medium-Low,Low,0.41
C-JAN-17-056,Kurtha,Dhanusa,Central,0.14,0.08,4.78,7.7,6.24,0.41,0.8401,Medium-Low,Low,0.41
C-NAR-32-077,PrempurGunahi,Rautahat,Central,0.14,0.07,4.38,9.14,6.76,0.41,0.8396,Medium-Low,Low,0.41
C-NAR-32-091,Sarmujawa,Rautahat,Central,0.1,0.1,4.38,9.14,6.76,0.41,0.8395,Medium-Low,Low,0.41
C-JAN-17-025,D.Govindapur,Dhanusa,Central,0.12,0.09,4.78,7.7,6.24,0.41,0.8382,Medium-Low,Low,0.41
C-NAR-32-049,Karuniya,Rautahat,Central,0.13,0.08,4.38,9.14,6.76,0.41,0.8368,Medium-Low,Low,0.41
C-BAG-24-007,Bekhsimle,Kavrepalanchok,Central,1.17,0.01,6.46,3.31,4.88,0.41,0.836,Medium-Low,Low,0.41
C-BAG-23-007,Baruwa,Sindhupalchok,Central,0.54,0.02,6.85,6.57,6.71,0.41,0.8356,Medium-Low,Low,0.41
C-NAR-33-002,Amlekhganj,Bara,Central,0.16,0.07,4.93,7.2,6.06,0.41,0.8352,Medium-Low,Low,0.41
C-JAN-18-003,Bagada,Mahottari,Central,0.16,0.07,4.33,8.62,6.48,0.41,0.8352,Medium-Low,Low,0.41
C-NAR-32-072,Pipariya(Paroha),Rautahat,Central,0.12,0.08,4.38,9.14,6.76,0.41,0.8346,Medium-Low,Low,0.41
C-NAR-32-037,Hathiyahi,Rautahat,Central,0.18,0.05,4.38,9.14,6.76,0.41,0.8336,Medium-Low,Low,0.41
W-GAN-37-037,Kolki,Lamjung,Western,0.88,0.02,5.98,3.2,4.59,0.41,0.8326,Medium-Low,Low,0.41
C-JAN-19-006,Bagdaha,Sarlahi,Central,0.15,0.07,4.21,8.35,6.28,0.41,0.8315,Medium-Low,Low,0.41
C-BAG-23-026,Gunsakot,Sindhupalchok,Central,0.51,0.02,6.85,6.57,6.71,0.41,0.8308,Medium-Low,Low,0.41
C-JAN-17-015,Bateswor,Dhanusa,Central,0.15,0.07,4.78,7.7,6.24,0.41,0.8307,Medium-Low,Low,0.41
C-NAR-34-023,Chorni,Parsa,Central,0.13,0.1,4.85,6.07,5.46,0.4,0.8301,Medium-Low,Low,0.40800000000000003
C-BAG-23-070,Tekanpur,Sindhupalchok,Central,0.6,0.02,6.85,6.57,6.71,0.4,0.8299,Medium-Low,Low,0.406
C-JAN-18-008,Banouta,Mahottari,Central,0.16,0.07,4.33,8.62,6.48,0.4,0.8297,Medium-Low,Low,0.404
C-JAN-21-026,Kathjor,Ramechhap,Central,0.21,0.05,7.16,6.06,6.61,0.4,0.8293,Medium-Low,Low,0.40199999999999997
C-NAR-33-023,Bhodaha,Bara,Central,0.15,0.07,4.93,7.2,6.06,0.4,0.827,Medium-Low,Low,0.4
C-JAN-18-057,Pipra,Mahottari,Central,0.11,0.1,4.33,8.62,6.48,0.4,0.827,Medium-Low,Low,0.4
W-LUM-48-032,Kolhuwa,Nawalparasi,Western,0.16,0.09,5.61,3.51,4.56,0.4,0.827,Medium-Low,Low,0.4
C-JAN-20-052,Tinkanya,Sindhuli,Central,0.26,0.04,5.19,6.55,5.87,0.4,0.8266,Medium-Low,Low,0.4
C-JAN-17-082,RamaidaiyaBhawadi,Dhanusa,Central,0.14,0.07,4.78,7.7,6.24,0.4,0.8261,Medium-Low,Low,0.4
C-NAR-34-057,NirmalBasti,Parsa,Central,0.12,0.1,4.85,6.07,5.46,0.4,0.8253,Medium-Low,Low,0.4
